rating_band,chart_id,record_count,player_count,best50_count,best50_user_count,band_user_count,user_count,profile_count,total_users_in_band,best50_rate,avg_achievement,median_achievement,sss_rate,sss_plus_rate,sssplus_rate,avg_chart_rating,max_chart_rating,title,difficulty,level,internal_level,chart_type,category,is_new,best50_section
14500-14999,初音ミクの暴走__dx__master,1,1,1,1,15,15,15,15,0.0667,99.1321,99.1321,0.0,0.0,0.0,286.0,286,初音ミクの暴走,master,13+,13.9,dx,niconico＆ボーカロイド,False,new
14500-14999,Unwelcome School__dx__remaster,1,1,1,1,15,15,15,15,0.0667,98.1284,98.1284,0.0,0.0,0.0,278.0,278,Unwelcome School,remaster,14,14.1,dx,ゲーム＆バラエティ,False,new
15000-15199,INTERNET OVERDOSE__dx__master,11,11,11,11,12,12,12,12,0.9167,100.6529,100.6716,1.0,1.0,1.0,303.0,303,INTERNET OVERDOSE,master,13,13.5,dx,POPS＆アニメ,False,old
15000-15199,きゅうくらりん__dx__master,10,10,10,10,12,12,12,12,0.8333,100.6089,100.5868,1.0,1.0,1.0,308.0,308,きゅうくらりん,master,13+,13.7,dx,niconico＆ボーカロイド,False,old
15000-15199,ウミユリ海底譚__std__master,10,10,10,10,12,12,12,12,0.8333,100.8334,100.844,1.0,1.0,1.0,301.3,302,ウミユリ海底譚,master,13,13.4,std,niconico＆ボーカロイド,False,old
15000-15199,M@GICAL☆CURE! LOVE ♥ SHOT!__dx__master,10,10,10,10,12,12,12,12,0.8333,100.6327,100.6646,1.0,0.8,0.8,305.8,308,M@GICAL☆CURE! LOVE ♥ SHOT!,master,13+,13.6,dx,niconico＆ボーカロイド,False,new
15000-15199,スカーレット警察のゲットーパトロール24時__dx__master,9,9,9,9,12,12,12,12,0.75,100.7298,100.7322,1.0,1.0,1.0,303.0,303,スカーレット警察のゲットーパトロール24時,master,13,13.5,dx,東方Project,False,old
15000-15199,テトリス__dx__remaster,9,9,9,9,12,12,12,12,0.75,100.5159,100.6072,1.0,0.6667,0.6667,304.0,308,テトリス,remaster,13+,13.7,dx,niconico＆ボーカロイド,False,new
15000-15199,raputa__dx__expert,8,8,8,8,12,12,12,12,0.6667,100.6576,100.6593,1.0,1.0,1.0,308.0,308,raputa,expert,13+,13.7,dx,maimai,False,old
15000-15199,あいたい星人__dx__master,8,8,8,8,12,12,12,12,0.6667,100.6369,100.6491,1.0,1.0,1.0,297.0,297,あいたい星人,master,13,13.2,dx,niconico＆ボーカロイド,False,new
15000-15199,Last Kingdom__dx__master,8,8,8,8,12,12,12,12,0.6667,100.5136,100.584,1.0,0.75,0.75,307.0,310,Last Kingdom,master,13+,13.8,dx,オンゲキ＆CHUNITHM,False,old
15000-15199,Xaleid◆scopiX__dx__expert,8,8,8,8,12,12,12,12,0.6667,100.4042,100.4414,1.0,0.5,0.5,301.875,308,Xaleid◆scopiX,expert,13+,13.7,dx,maimai,False,new
15000-15199,IMAWANOKIWA__dx__master,7,7,7,7,12,12,12,12,0.5833,100.5977,100.553,1.0,1.0,1.0,308.0,308,IMAWANOKIWA,master,13+,13.7,dx,niconico＆ボーカロイド,False,old
15000-15199,The wheel to the right__std__expert,7,7,7,7,12,12,12,12,0.5833,100.6598,100.5898,1.0,1.0,1.0,299.1429,300,The wheel to the right,expert,13,13.3,std,オンゲキ＆CHUNITHM,False,old
15000-15199,OMAKENO Stroke__dx__master,7,7,7,7,12,12,12,12,0.5833,100.4921,100.537,1.0,0.7143,0.7143,306.7143,310,OMAKENO Stroke,master,13+,13.8,dx,ゲーム＆バラエティ,False,old
15000-15199,偉大なる悪魔は実は大天使パトラちゃん様なのだ！__dx__master,7,7,7,7,12,12,12,12,0.5833,100.4635,100.5161,1.0,0.5714,0.5714,305.0,310,偉大なる悪魔は実は大天使パトラちゃん様なのだ！,master,13+,13.8,dx,POPS＆アニメ,False,old
15000-15199,バベル__dx__master,6,6,6,6,12,12,12,12,0.5,100.6246,100.6135,1.0,1.0,1.0,308.0,308,バベル,master,13+,13.7,dx,niconico＆ボーカロイド,False,old
15000-15199,バカ通信__dx__master,6,6,6,6,12,12,12,12,0.5,100.6042,100.5683,1.0,1.0,1.0,306.0,306,バカ通信,master,13+,13.6,dx,niconico＆ボーカロイド,False,old
15000-15199,Transcend Lights__dx__master,6,6,6,6,12,12,12,12,0.5,100.6792,100.6411,1.0,1.0,1.0,303.0,303,Transcend Lights,master,13,13.5,dx,オンゲキ＆CHUNITHM,False,old
15000-15199,雨露霜雪__dx__expert,6,6,6,6,12,12,12,12,0.5,100.6989,100.7002,1.0,1.0,1.0,303.0,303,雨露霜雪,expert,13,13.5,dx,maimai,False,old
15000-15199,オーバーライド__dx__master,6,6,6,6,12,12,12,12,0.5,100.6026,100.5923,1.0,1.0,1.0,301.0,301,オーバーライド,master,13,13.4,dx,niconico＆ボーカロイド,False,old
15000-15199,のだ__dx__master,6,6,6,6,12,12,12,12,0.5,100.5689,100.5643,1.0,1.0,1.0,299.0,299,のだ,master,13,13.3,dx,niconico＆ボーカロイド,False,new
15000-15199,フォニイ__dx__remaster,6,6,6,6,12,12,12,12,0.5,100.6075,100.6103,1.0,1.0,1.0,299.0,299,フォニイ,remaster,13,13.3,dx,niconico＆ボーカロイド,False,old
15000-15199,どんぐりGAME__dx__master,6,6,6,6,12,12,12,12,0.5,100.5149,100.5656,1.0,0.8333,0.8333,303.8333,306,どんぐりGAME,master,13+,13.6,dx,POPS＆アニメ,False,new
15000-15199,ダーリンダンス__dx__remaster,6,6,6,6,12,12,12,12,0.5,100.6218,100.6507,1.0,0.8333,0.8333,301.1667,303,ダーリンダンス,remaster,13,13.5,dx,niconico＆ボーカロイド,False,old
15000-15199,プラネタリウム・レヴュー__dx__remaster,5,5,5,5,12,12,12,12,0.4167,100.6008,100.5936,1.0,1.0,1.0,308.0,308,プラネタリウム・レヴュー,remaster,13+,13.6,dx,POPS＆アニメ,False,old
15000-15199,終点__std__master,5,5,5,5,12,12,12,12,0.4167,100.6545,100.654,1.0,1.0,1.0,308.0,308,終点,master,13+,13.7,std,niconico＆ボーカロイド,False,old
15000-15199,命テステス__dx__master,5,5,5,5,12,12,12,12,0.4167,100.6197,100.5332,1.0,1.0,1.0,306.0,306,命テステス,master,13+,13.6,dx,niconico＆ボーカロイド,False,new
15000-15199,モニタリング__dx__remaster,5,5,5,5,12,12,12,12,0.4167,100.5827,100.5822,1.0,1.0,1.0,301.0,301,モニタリング,remaster,13,13.4,dx,niconico＆ボーカロイド,False,new
15000-15199,ヴァンパイア__dx__remaster,5,5,5,5,12,12,12,12,0.4167,100.6101,100.6226,1.0,1.0,1.0,301.0,301,ヴァンパイア,remaster,13,13.4,dx,niconico＆ボーカロイド,False,old
15000-15199,氷滅の135小節__dx__expert,5,5,5,5,12,12,12,12,0.4167,100.6733,100.6408,1.0,1.0,1.0,301.0,301,氷滅の135小節,expert,13,13.4,dx,maimai,False,old
15000-15199,"Help me, ERINNNNNN!!__dx__master",5,5,5,5,12,12,12,12,0.4167,100.655,100.6163,1.0,1.0,1.0,299.0,299,"Help me, ERINNNNNN!!",master,13,13.3,dx,東方Project,False,new
15000-15199,World's end BLACKBOX__dx__expert,5,5,5,5,12,12,12,12,0.4167,100.7464,100.8107,1.0,1.0,1.0,294.0,294,World's end BLACKBOX,expert,13,13.1,dx,maimai,False,new
15000-15199,Knight Rider__dx__master,5,5,5,5,12,12,12,12,0.4167,100.5041,100.5369,1.0,0.8,0.8,307.6,310,Knight Rider,master,13+,13.8,dx,ゲーム＆バラエティ,False,old
15000-15199,ありきたりな恋の歌__dx__master,5,5,5,5,12,12,12,12,0.4167,100.5434,100.6296,1.0,0.8,0.8,307.6,310,ありきたりな恋の歌,master,13+,13.7,dx,niconico＆ボーカロイド,False,new
15000-15199,enchanted wanderer__dx__master,5,5,5,5,12,12,12,12,0.4167,100.4751,100.5159,1.0,0.6,0.6,305.4,310,enchanted wanderer,master,13+,13.8,dx,maimai,False,old
15000-15199,しゅ～しん？変身☆ハカイシンzzZ__dx__master,5,5,5,5,12,12,12,12,0.4167,100.4092,100.39,1.0,0.4,0.4,303.0,310,しゅ～しん？変身☆ハカイシンzzZ,master,13+,13.8,dx,niconico＆ボーカロイド,False,new
15000-15199,エンジェル ドリーム__dx__master,5,5,5,5,12,12,12,12,0.4167,100.3938,100.3284,1.0,0.2,0.2,298.4,308,エンジェル ドリーム,master,13+,13.6,dx,ゲーム＆バラエティ,False,new
15000-15199,エゴロック__dx__master,4,4,4,4,12,12,12,12,0.3333,100.6374,100.6106,1.0,1.0,1.0,310.0,310,エゴロック,master,13+,13.8,dx,niconico＆ボーカロイド,False,old
15000-15199,まっすぐ→→→ストリーム！__dx__master,4,4,4,4,12,12,12,12,0.3333,100.536,100.5224,1.0,1.0,1.0,303.0,303,まっすぐ→→→ストリーム！,master,13,13.5,dx,オンゲキ＆CHUNITHM,False,old
15000-15199,タカハせ！名人マン__std__master,4,4,4,4,12,12,12,12,0.3333,100.6865,100.6814,1.0,1.0,1.0,303.0,303,タカハせ！名人マン,master,13,13.5,std,maimai,False,old
15000-15199,㋰責任集合体__dx__master,4,4,4,4,12,12,12,12,0.3333,100.5909,100.561,1.0,1.0,1.0,303.0,303,㋰責任集合体,master,13,13.4,dx,niconico＆ボーカロイド,False,new
15000-15199,宙天__dx__expert,4,4,4,4,12,12,12,12,0.3333,100.6096,100.6159,1.0,1.0,1.0,303.0,303,宙天,expert,13,13.5,dx,maimai,False,old
15000-15199,Believe the Rainbow__std__master,4,4,4,4,12,12,12,12,0.3333,100.6838,100.6786,1.0,1.0,1.0,301.0,301,Believe the Rainbow,master,13,13.4,std,maimai,False,old
15000-15199,ケロ⑨destiny__dx__master,4,4,4,4,12,12,12,12,0.3333,100.6948,100.7054,1.0,1.0,1.0,301.0,301,ケロ⑨destiny,master,13,13.4,dx,東方Project,False,old
15000-15199,三妖精SAY YA!!!__dx__master,4,4,4,4,12,12,12,12,0.3333,100.6804,100.6594,1.0,1.0,1.0,299.0,299,三妖精SAY YA!!!,master,13,13.3,dx,東方Project,False,old
15000-15199,はいよろこんで__dx__remaster,4,4,4,4,12,12,12,12,0.3333,100.5942,100.5664,1.0,1.0,1.0,297.0,297,はいよろこんで,remaster,13,13.2,dx,POPS＆アニメ,False,new
15000-15199,ゼロトーキング__dx__master,4,4,4,4,12,12,12,12,0.3333,100.594,100.56,1.0,1.0,1.0,297.0,297,ゼロトーキング,master,13,13.2,dx,niconico＆ボーカロイド,False,new
15000-15199,エスオーエス__dx__master,4,4,4,4,12,12,12,12,0.3333,100.5686,100.6388,1.0,0.75,0.75,303.0,306,エスオーエス,master,13+,13.6,dx,maimai,False,old
15000-15199,INFiNiTE ENERZY -Overdoze-__dx__master,4,4,4,4,12,12,12,12,0.3333,100.3374,100.3697,1.0,0.5,0.5,308.75,315,INFiNiTE ENERZY -Overdoze-,master,14,14.0,dx,ゲーム＆バラエティ,False,old
15000-15199,INTERNET YAMERO__dx__remaster,4,4,4,4,12,12,12,12,0.3333,100.3555,100.3912,1.0,0.5,0.5,304.0,310,INTERNET YAMERO,remaster,13+,13.8,dx,POPS＆アニメ,False,old
15000-15199,Ref:rain (for 7th Heaven)__dx__master,4,4,4,4,12,12,12,12,0.3333,100.0572,100.0938,0.75,0.0,0.0,300.25,302,Ref:rain (for 7th Heaven),master,14,14.0,dx,maimai,False,new
15000-15199,メズマライザー__dx__remaster,4,4,4,4,12,12,12,12,0.3333,100.1666,100.1011,1.0,0.0,0.0,298.25,299,メズマライザー,remaster,13+,13.8,dx,niconico＆ボーカロイド,False,new
15000-15199,系ぎて__dx__expert,4,4,4,4,12,12,12,12,0.3333,100.2358,100.213,1.0,0.0,0.0,298.25,299,系ぎて,expert,13+,13.8,dx,maimai,False,old
15000-15199,Fraq__dx__master,4,4,4,4,12,12,12,12,0.3333,100.342,100.3373,1.0,0.0,0.0,296.5,297,Fraq,master,13+,13.7,dx,maimai,False,new
15000-15199,ゆけむり魂温泉 II__dx__master,3,3,3,3,12,12,12,12,0.25,100.5831,100.5853,1.0,1.0,1.0,308.0,308,ゆけむり魂温泉 II,master,13+,13.6,dx,東方Project,False,old
15000-15199,ホラフキパペット__dx__master,3,3,3,3,12,12,12,12,0.25,100.6008,100.561,1.0,1.0,1.0,306.0,306,ホラフキパペット,master,13+,13.6,dx,POPS＆アニメ,False,new
15000-15199,Sunday Night feat Kanata.N__dx__master,3,3,3,3,12,12,12,12,0.25,100.5675,100.5249,1.0,1.0,1.0,303.0,303,Sunday Night feat Kanata.N,master,13,13.5,dx,ゲーム＆バラエティ,False,old
15000-15199,患部で止まってすぐ溶ける～狂気の優曇華院__dx__master,3,3,3,3,12,12,12,12,0.25,100.6023,100.5625,1.0,1.0,1.0,303.0,303,患部で止まってすぐ溶ける～狂気の優曇華院,master,13,13.5,dx,東方Project,False,old
15000-15199,ヒトガタ__dx__master,3,3,3,3,12,12,12,12,0.25,100.5258,100.5053,1.0,1.0,1.0,301.0,301,ヒトガタ,master,13,13.4,dx,POPS＆アニメ,False,old
15000-15199,PERSONA feat. PANXI__dx__master,3,3,3,3,12,12,12,12,0.25,100.6673,100.6761,1.0,1.0,1.0,299.0,299,PERSONA feat. PANXI,master,13,13.3,dx,ゲーム＆バラエティ,False,old
15000-15199,ラビットホール__dx__remaster,3,3,3,3,12,12,12,12,0.25,100.6092,100.5983,1.0,1.0,1.0,299.0,299,ラビットホール,remaster,13,13.3,dx,niconico＆ボーカロイド,False,old
15000-15199,神っぽいな__dx__remaster,3,3,3,3,12,12,12,12,0.25,100.5351,100.5314,1.0,1.0,1.0,299.0,299,神っぽいな,remaster,13,13.3,dx,niconico＆ボーカロイド,False,old
15000-15199,ピポピポ -People People- feat. ななひら__dx__master,3,3,3,3,12,12,12,12,0.25,100.4682,100.5217,1.0,0.6667,0.6667,306.0,310,ピポピポ -People People- feat. ななひら,master,13+,13.8,dx,ゲーム＆バラエティ,False,old
15000-15199,Lover's Trick__dx__master,3,3,3,3,12,12,12,12,0.25,100.4689,100.5334,1.0,0.6667,0.6667,304.0,308,Lover's Trick,master,13+,13.7,dx,オンゲキ＆CHUNITHM,False,new
15000-15199,星空パーティーチューン__dx__master,3,3,3,3,12,12,12,12,0.25,100.4413,100.5751,1.0,0.6667,0.6667,304.0,308,星空パーティーチューン,master,13+,13.7,dx,maimai,False,old
15000-15199,Drivessover__dx__master,3,3,3,3,12,12,12,12,0.25,100.4989,100.5128,1.0,0.6667,0.6667,302.3333,306,Drivessover,master,13+,13.6,dx,オンゲキ＆CHUNITHM,False,new
15000-15199,ドーナツホール__std__master,3,3,3,3,12,12,12,12,0.25,100.409,100.5902,1.0,0.6667,0.6667,301.6667,306,ドーナツホール,master,13+,13.6,std,niconico＆ボーカロイド,False,old
15000-15199,病み垢ステロイド__dx__master,3,3,3,3,12,12,12,12,0.25,100.4262,100.4608,1.0,0.3333,0.3333,304.6667,312,病み垢ステロイド,master,13+,13.8,dx,niconico＆ボーカロイド,False,old
15000-15199,トレジャーガーデン__dx__master,3,3,3,3,12,12,12,12,0.25,100.3742,100.3306,1.0,0.3333,0.3333,302.3333,310,トレジャーガーデン,master,13+,13.8,dx,niconico＆ボーカロイド,False,new
15000-15199,CiRCLE CAMPAiGN__dx__master,3,3,3,3,12,12,12,12,0.25,100.4202,100.4553,1.0,0.3333,0.3333,300.3333,308,CiRCLE CAMPAiGN,master,13+,13.7,dx,maimai,False,new
15000-15199,Zitronectar__dx__master,3,3,3,3,12,12,12,12,0.25,99.9178,99.8972,0.3333,0.0,0.0,303.3333,309,Zitronectar,master,14,14.4,dx,オンゲキ＆CHUNITHM,False,new
15000-15199,Synthesis.__dx__master,3,3,3,3,12,12,12,12,0.25,99.9435,99.9264,0.3333,0.0,0.0,299.3333,305,Synthesis.,master,14,14.1,dx,ゲーム＆バラエティ,False,new
15000-15199,Doll Judgment__std__master,2,2,2,2,12,12,12,12,0.1667,100.5058,100.5058,1.0,1.0,1.0,310.0,310,Doll Judgment,master,13+,13.8,std,東方Project,False,old
15000-15199,Altale__std__master,2,2,2,2,12,12,12,12,0.1667,100.5876,100.5876,1.0,1.0,1.0,308.0,308,Altale,master,13+,13.7,std,ゲーム＆バラエティ,False,old
15000-15199,enchanted love__dx__master,2,2,2,2,12,12,12,12,0.1667,100.5619,100.5619,1.0,1.0,1.0,308.0,308,enchanted love,master,13+,13.7,dx,ゲーム＆バラエティ,False,old
15000-15199,おちゃめ機能__std__master,2,2,2,2,12,12,12,12,0.1667,100.5082,100.5082,1.0,1.0,1.0,306.0,306,おちゃめ機能,master,13+,13.6,std,niconico＆ボーカロイド,False,old
15000-15199,地獄__dx__master,2,2,2,2,12,12,12,12,0.1667,100.5878,100.5878,1.0,1.0,1.0,306.0,306,地獄,master,13+,13.6,dx,maimai,False,old
15000-15199,新人類__dx__master,2,2,2,2,12,12,12,12,0.1667,100.5315,100.5315,1.0,1.0,1.0,306.0,306,新人類,master,13+,13.6,dx,niconico＆ボーカロイド,False,old
15000-15199,チューリングの跡__dx__expert,2,2,2,2,12,12,12,12,0.1667,100.6448,100.6448,1.0,1.0,1.0,303.0,303,チューリングの跡,expert,13,13.5,dx,maimai,False,old
15000-15199,1000年生きてる__dx__master,2,2,2,2,12,12,12,12,0.1667,100.6067,100.6067,1.0,1.0,1.0,301.0,301,1000年生きてる,master,13,13.4,dx,niconico＆ボーカロイド,False,old
15000-15199,with U__dx__master,2,2,2,2,12,12,12,12,0.1667,100.542,100.542,1.0,1.0,1.0,301.0,301,with U,master,13,13.4,dx,ゲーム＆バラエティ,False,old
15000-15199,ここからはじまるプロローグ。__dx__master,2,2,2,2,12,12,12,12,0.1667,100.5809,100.5809,1.0,1.0,1.0,301.0,301,ここからはじまるプロローグ。,master,13,13.4,dx,maimai,False,old
15000-15199,ヒバリ__dx__master,2,2,2,2,12,12,12,12,0.1667,100.7072,100.7072,1.0,1.0,1.0,301.0,301,ヒバリ,master,13,13.4,dx,POPS＆アニメ,False,old
15000-15199,ベースラインやってる？笑__dx__master,2,2,2,2,12,12,12,12,0.1667,100.5565,100.5565,1.0,1.0,1.0,301.0,301,ベースラインやってる？笑,master,13,13.4,dx,ゲーム＆バラエティ,False,old
15000-15199,春嵐__dx__master,2,2,2,2,12,12,12,12,0.1667,100.6197,100.6197,1.0,1.0,1.0,301.0,301,春嵐,master,13,13.4,dx,niconico＆ボーカロイド,False,old
15000-15199,Freak Out Hr.__dx__master,2,2,2,2,12,12,12,12,0.1667,100.6038,100.6038,1.0,1.0,1.0,299.0,299,Freak Out Hr.,master,13,13.3,dx,niconico＆ボーカロイド,False,old
15000-15199,スローグロー__dx__master,2,2,2,2,12,12,12,12,0.1667,100.623,100.623,1.0,1.0,1.0,299.0,299,スローグロー,master,13,13.3,dx,maimai,False,new
15000-15199,ダンスロボットダンス__std__master,2,2,2,2,12,12,12,12,0.1667,100.5597,100.5597,1.0,1.0,1.0,299.0,299,ダンスロボットダンス,master,13,13.3,std,niconico＆ボーカロイド,False,old
15000-15199,フィクサー__std__master,2,2,2,2,12,12,12,12,0.1667,100.5917,100.5917,1.0,1.0,1.0,299.0,299,フィクサー,master,13,13.3,std,niconico＆ボーカロイド,False,old
15000-15199,うい麦畑でつかまえて__dx__master,2,2,2,2,12,12,12,12,0.1667,100.5307,100.5307,1.0,1.0,1.0,297.0,297,うい麦畑でつかまえて,master,13,13.2,dx,POPS＆アニメ,False,new
15000-15199,有頂天ドリーマーズ__dx__master,2,2,2,2,12,12,12,12,0.1667,100.5714,100.5714,1.0,1.0,1.0,294.0,294,有頂天ドリーマーズ,master,13,13.1,dx,東方Project,False,new
15000-15199,勝手に生きましょ__dx__master,2,2,2,2,12,12,12,12,0.1667,100.9861,100.9861,1.0,1.0,1.0,293.0,293,勝手に生きましょ,master,13,13.0,dx,POPS＆アニメ,False,new
15000-15199,サイエンス__dx__master,2,2,2,2,12,12,12,12,0.1667,100.8984,100.8984,1.0,1.0,1.0,292.0,292,サイエンス,master,13,13.0,dx,niconico＆ボーカロイド,False,new
15000-15199,Love's Theme of BADASS ～バッド・アス 愛のテーマ～__dx__master,2,2,2,2,12,12,12,12,0.1667,100.4518,100.4518,1.0,0.5,0.5,311.0,317,Love's Theme of BADASS ～バッド・アス 愛のテーマ～,master,14,14.1,dx,ゲーム＆バラエティ,False,old
15000-15199,Arty Party__dx__master,2,2,2,2,12,12,12,12,0.1667,100.2616,100.2616,1.0,0.5,0.5,306.0,312,Arty Party,master,13+,13.9,dx,ゲーム＆バラエティ,False,old
15000-15199,Luminescence__dx__master,2,2,2,2,12,12,12,12,0.1667,100.4072,100.4072,1.0,0.5,0.5,304.0,310,Luminescence,master,13+,13.8,dx,ゲーム＆バラエティ,False,new
15000-15199,crazy (about you)__dx__master,2,2,2,2,12,12,12,12,0.1667,100.3484,100.3484,1.0,0.5,0.5,304.0,310,crazy (about you),master,13+,13.7,dx,オンゲキ＆CHUNITHM,False,new
15000-15199,ずんだパーリナイ__dx__master,2,2,2,2,12,12,12,12,0.1667,100.3386,100.3386,1.0,0.5,0.5,304.0,310,ずんだパーリナイ,master,13+,13.7,dx,niconico＆ボーカロイド,False,old
15000-15199,管弦楽組曲 第3番 ニ長調「第2曲（G線上のアリア）」BWV.1068-2__dx__master,2,2,2,2,12,12,12,12,0.1667,100.4079,100.4079,1.0,0.5,0.5,304.0,310,管弦楽組曲 第3番 ニ長調「第2曲（G線上のアリア）」BWV.1068-2,master,13+,13.8,dx,オンゲキ＆CHUNITHM,False,old
15000-15199,MORNINGLOOM__dx__master,2,2,2,2,12,12,12,12,0.1667,100.4944,100.4944,1.0,0.5,0.5,302.5,308,MORNINGLOOM,master,13+,13.7,dx,ゲーム＆バラエティ,False,old
15000-15199,月面基地__dx__master,2,2,2,2,12,12,12,12,0.1667,100.5789,100.5789,1.0,0.5,0.5,302.5,308,月面基地,master,13+,13.7,dx,ゲーム＆バラエティ,False,old
15000-15199,迷える音色は恋の唄__dx__master,2,2,2,2,12,12,12,12,0.1667,100.5229,100.5229,1.0,0.5,0.5,302.5,308,迷える音色は恋の唄,master,13+,13.7,dx,ゲーム＆バラエティ,False,old
15000-15199,なんかノイズにきこえる__dx__master,2,2,2,2,12,12,12,12,0.1667,100.4111,100.4111,1.0,0.5,0.5,302.0,308,なんかノイズにきこえる,master,13+,13.7,dx,オンゲキ＆CHUNITHM,False,new
15000-15199,み　む　かｩ　わ　ナ　イ　ス　ト　ラ　イ__dx__master,2,2,2,2,12,12,12,12,0.1667,100.3602,100.3602,1.0,0.5,0.5,302.0,308,み　む　かｩ　わ　ナ　イ　ス　ト　ラ　イ,master,13+,13.7,dx,niconico＆ボーカロイド,False,new
15000-15199,アトロポスと最果の探究者__dx__master,2,2,2,2,12,12,12,12,0.1667,100.4158,100.4158,1.0,0.5,0.5,302.0,308,アトロポスと最果の探究者,master,13+,13.7,dx,ゲーム＆バラエティ,False,old
15000-15199,ヒアソビ__dx__master,2,2,2,2,12,12,12,12,0.1667,100.2845,100.2845,1.0,0.5,0.5,302.0,308,ヒアソビ,master,13+,13.7,dx,niconico＆ボーカロイド,False,new
15000-15199,AFTER PANDORA__std__master,2,2,2,2,12,12,12,12,0.1667,100.4084,100.4084,1.0,0.0,0.0,307.5,308,AFTER PANDORA,master,14,14.2,std,maimai,False,new
15000-15199,MYTH Re：LEASE__dx__master,2,2,2,2,12,12,12,12,0.1667,99.6654,99.6654,0.5,0.0,0.0,306.0,313,MYTH Re：LEASE,master,14,14.5,dx,ゲーム＆バラエティ,False,new
15000-15199,雨露霜雪__dx__master,2,2,2,2,12,12,12,12,0.1667,99.3296,99.3296,0.0,0.0,0.0,303.0,303,雨露霜雪,master,14+,14.6,dx,maimai,False,old
15000-15199,Luminaria__dx__master,2,2,2,2,12,12,12,12,0.1667,100.1711,100.1711,1.0,0.0,0.0,302.5,303,Luminaria,master,14,14.0,dx,ゲーム＆バラエティ,False,old
15000-15199,ULTRA SYNERGY MATRIX__dx__master,2,2,2,2,12,12,12,12,0.1667,100.2236,100.2236,1.0,0.0,0.0,302.5,303,ULTRA SYNERGY MATRIX,master,14,14.0,dx,ゲーム＆バラエティ,False,old
15000-15199,Southern Cross__dx__remaster,2,2,2,2,12,12,12,12,0.1667,100.429,100.429,1.0,0.0,0.0,301.0,301,Southern Cross,remaster,13+,13.9,dx,ゲーム＆バラエティ,False,old
15000-15199,マツヨイナイトバグ__dx__master,2,2,2,2,12,12,12,12,0.1667,100.3152,100.3152,1.0,0.0,0.0,300.5,301,マツヨイナイトバグ,master,13+,13.9,dx,東方Project,False,old
15000-15199,電光刹歌__dx__master,2,2,2,2,12,12,12,12,0.1667,100.3971,100.3971,1.0,0.0,0.0,299.0,299,電光刹歌,master,13+,13.8,dx,niconico＆ボーカロイド,False,new
15000-15199,六兆年と一夜物語__dx__master,2,2,2,2,12,12,12,12,0.1667,100.3696,100.3696,1.0,0.0,0.0,298.5,299,六兆年と一夜物語,master,13+,13.8,dx,niconico＆ボーカロイド,False,old
15000-15199,Xaleid◆scopiX__dx__master,2,2,2,2,12,12,12,12,0.1667,98.6543,98.6543,0.0,0.0,0.0,298.0,299,Xaleid◆scopiX,master,14+,14.9,dx,maimai,False,new
15000-15199,殿ッ！？ご乱心！？__dx__master,2,2,2,2,12,12,12,12,0.1667,99.5934,99.5934,0.0,0.0,0.0,298.0,298,殿ッ！？ご乱心！？,master,14,14.2,dx,maimai,False,new
15000-15199,エータ・ベータ・イータ__dx__master,1,1,1,1,12,12,12,12,0.0833,100.5303,100.5303,1.0,1.0,1.0,317.0,317,エータ・ベータ・イータ,master,14,14.1,dx,オンゲキ＆CHUNITHM,False,old
15000-15199,Last Samurai__dx__master,1,1,1,1,12,12,12,12,0.0833,100.7561,100.7561,1.0,1.0,1.0,312.0,312,Last Samurai,master,13+,13.9,dx,maimai,False,old
15000-15199,れっつ！みらくる☆はーどこあっ！__dx__master,1,1,1,1,12,12,12,12,0.0833,100.6608,100.6608,1.0,1.0,1.0,312.0,312,れっつ！みらくる☆はーどこあっ！,master,13+,13.9,dx,ゲーム＆バラエティ,False,old
15000-15199,Complex Mind__dx__master,1,1,1,1,12,12,12,12,0.0833,100.6884,100.6884,1.0,1.0,1.0,310.0,310,Complex Mind,master,13+,13.8,dx,ゲーム＆バラエティ,False,old
15000-15199,DANGEROOOOUS JUNGLE__dx__master,1,1,1,1,12,12,12,12,0.0833,100.7709,100.7709,1.0,1.0,1.0,310.0,310,DANGEROOOOUS JUNGLE,master,13+,13.8,dx,ゲーム＆バラエティ,False,old
15000-15199,How To Make 音ゲ～曲！__dx__master,1,1,1,1,12,12,12,12,0.0833,100.7254,100.7254,1.0,1.0,1.0,310.0,310,How To Make 音ゲ～曲！,master,13+,13.7,dx,ゲーム＆バラエティ,False,old
15000-15199,Jouez Avec Moi?__dx__master,1,1,1,1,12,12,12,12,0.0833,100.6097,100.6097,1.0,1.0,1.0,310.0,310,Jouez Avec Moi?,master,13+,13.8,dx,maimai,False,old
15000-15199,Lost Desire__dx__master,1,1,1,1,12,12,12,12,0.0833,100.6173,100.6173,1.0,1.0,1.0,310.0,310,Lost Desire,master,13+,13.8,dx,ゲーム＆バラエティ,False,old
15000-15199,Rainbow Rush Story__dx__master,1,1,1,1,12,12,12,12,0.0833,100.5772,100.5772,1.0,1.0,1.0,310.0,310,Rainbow Rush Story,master,13+,13.8,dx,maimai,False,old
15000-15199,Rodeo Machine__std__master,1,1,1,1,12,12,12,12,0.0833,100.7531,100.7531,1.0,1.0,1.0,310.0,310,Rodeo Machine,master,13+,13.8,std,POPS＆アニメ,False,old
