rating_band,chart_id,record_count,player_count,best50_count,best50_user_count,band_user_count,user_count,profile_count,total_users_in_band,best50_rate,avg_achievement,median_achievement,sss_rate,sss_plus_rate,sssplus_rate,avg_chart_rating,max_chart_rating,title,difficulty,level,internal_level,chart_type,category,is_new,best50_section
15800-15999,Customized Justice__dx__master,3,3,3,3,18,18,18,18,0.1667,100.0825,100.0499,1.0,0.0,0.0,319.3333,320,Customized Justice,master,14+,14.8,dx,maimai,False,new
15800-15999,GIGANTØMAKHIA__dx__master,3,3,3,3,18,18,18,18,0.1667,100.0678,100.0649,1.0,0.0,0.0,317.0,317,GIGANTØMAKHIA,master,14+,14.7,dx,maimai,False,old
15800-15999,Titania__dx__master,3,3,3,3,18,18,18,18,0.1667,100.1836,100.1891,1.0,0.0,0.0,315.3333,316,Titania,master,14+,14.6,dx,オンゲキ＆CHUNITHM,False,old
15800-15999,脳天直撃__dx__master,3,3,3,3,18,18,18,18,0.1667,100.0861,100.0215,1.0,0.0,0.0,315.3333,316,脳天直撃,master,14+,14.6,dx,オンゲキ＆CHUNITHM,False,old
15800-15999,BLACK SWAN__dx__master,3,3,3,3,18,18,18,18,0.1667,100.1759,100.1698,1.0,0.0,0.0,315.0,315,BLACK SWAN,master,14+,14.6,dx,maimai,False,old
15800-15999,VERTeX (rintaro soma deconstructed remix)__dx__master,3,3,3,3,18,18,18,18,0.1667,100.199,100.1991,1.0,0.0,0.0,315.0,315,VERTeX (rintaro soma deconstructed remix),master,14+,14.6,dx,maimai,False,old
15800-15999,Get U ♭ack__dx__master,3,3,3,3,18,18,18,18,0.1667,100.0717,100.0081,1.0,0.0,0.0,313.0,313,Get U ♭ack,master,14+,14.6,dx,maimai,False,new
15800-15999,Our Wrenally__std__master,2,2,2,2,18,18,18,18,0.1111,100.5707,100.5707,1.0,1.0,1.0,333.0,333,Our Wrenally,master,14+,14.8,std,maimai,False,old
15800-15999,"Sqlupp (Camellia's ""Sqleipd*Hiytex"" Remix)__dx__master",2,2,2,2,18,18,18,18,0.1111,100.5466,100.5466,1.0,1.0,1.0,326.0,326,"Sqlupp (Camellia's ""Sqleipd*Hiytex"" Remix)",master,14,14.5,dx,maimai,False,old
15800-15999,ヤミナベ!!!!__dx__master,2,2,2,2,18,18,18,18,0.1111,100.5493,100.5493,1.0,1.0,1.0,326.0,326,ヤミナベ!!!!,master,14,14.5,dx,niconico＆ボーカロイド,False,new
15800-15999,UniTas__dx__master,2,2,2,2,18,18,18,18,0.1111,100.5589,100.5589,1.0,1.0,1.0,324.0,324,UniTas,master,14,14.4,dx,maimai,False,old
15800-15999,バーチャルダム　ネーション__dx__remaster,2,2,2,2,18,18,18,18,0.1111,100.5593,100.5593,1.0,1.0,1.0,324.0,324,バーチャルダム　ネーション,remaster,14,14.4,dx,maimai,False,old
15800-15999,Aiolos__std__master,2,2,2,2,18,18,18,18,0.1111,100.5425,100.5425,1.0,1.0,1.0,321.0,321,Aiolos,master,14,14.3,std,maimai,False,old
15800-15999,エンドマークに希望と涙を添えて__std__master,2,2,2,2,18,18,18,18,0.1111,100.6066,100.6066,1.0,1.0,1.0,321.0,321,エンドマークに希望と涙を添えて,master,14,14.3,std,オンゲキ＆CHUNITHM,False,old
15800-15999,チエルカ／エソテリカ__dx__master,2,2,2,2,18,18,18,18,0.1111,100.5226,100.5226,1.0,1.0,1.0,321.0,321,チエルカ／エソテリカ,master,14,14.3,dx,maimai,False,old
15800-15999,地球__dx__master,2,2,2,2,18,18,18,18,0.1111,100.5375,100.5375,1.0,1.0,1.0,321.0,321,地球,master,14,14.3,dx,maimai,False,old
15800-15999,渦状銀河のシンフォニエッタ__std__master,2,2,2,2,18,18,18,18,0.1111,100.583,100.583,1.0,1.0,1.0,321.0,321,渦状銀河のシンフォニエッタ,master,14,14.3,std,maimai,False,old
15800-15999,殿ッ！？ご乱心！？__dx__master,2,2,2,2,18,18,18,18,0.1111,100.599,100.599,1.0,1.0,1.0,319.0,319,殿ッ！？ご乱心！？,master,14,14.2,dx,maimai,False,new
15800-15999,蜘蛛の糸__dx__master,2,2,2,2,18,18,18,18,0.1111,100.5912,100.5912,1.0,1.0,1.0,319.0,319,蜘蛛の糸,master,14,14.2,dx,オンゲキ＆CHUNITHM,False,old
15800-15999,Aetheric Energy__dx__remaster,2,2,2,2,18,18,18,18,0.1111,100.5338,100.5338,1.0,1.0,1.0,317.0,317,Aetheric Energy,remaster,14,14.1,dx,maimai,False,old
15800-15999,Eureka__dx__master,2,2,2,2,18,18,18,18,0.1111,100.5986,100.5986,1.0,1.0,1.0,317.0,317,Eureka,master,14,14.1,dx,ゲーム＆バラエティ,False,new
15800-15999,Lividi__std__master,2,2,2,2,18,18,18,18,0.1111,100.5274,100.5274,1.0,1.0,1.0,317.0,317,Lividi,master,14,14.1,std,maimai,False,old
15800-15999,Now or Never__dx__remaster,2,2,2,2,18,18,18,18,0.1111,100.5914,100.5914,1.0,1.0,1.0,317.0,317,Now or Never,remaster,14,14.1,dx,maimai,False,old
15800-15999,Ragnarok__std__master,2,2,2,2,18,18,18,18,0.1111,100.6779,100.6779,1.0,1.0,1.0,317.0,317,Ragnarok,master,14,14.1,std,maimai,False,old
15800-15999,ワンダーシャッフェンの法則__dx__master,2,2,2,2,18,18,18,18,0.1111,100.6577,100.6577,1.0,1.0,1.0,317.0,317,ワンダーシャッフェンの法則,master,14,14.1,dx,maimai,False,old
15800-15999,Beat Opera op.1__dx__master,2,2,2,2,18,18,18,18,0.1111,100.691,100.691,1.0,1.0,1.0,315.0,315,Beat Opera op.1,master,14,14.0,dx,maimai,False,old
15800-15999,Horoscope Express__dx__master,2,2,2,2,18,18,18,18,0.1111,100.629,100.629,1.0,1.0,1.0,315.0,315,Horoscope Express,master,14,14.0,dx,maimai,False,old
15800-15999,Tricolor⁂circuS__dx__master,2,2,2,2,18,18,18,18,0.1111,100.593,100.593,1.0,1.0,1.0,315.0,315,Tricolor⁂circuS,master,14,14.0,dx,maimai,False,old
15800-15999,WE'RE BACK!!__dx__master,2,2,2,2,18,18,18,18,0.1111,100.5939,100.5939,1.0,1.0,1.0,315.0,315,WE'RE BACK!!,master,14,14.0,dx,オンゲキ＆CHUNITHM,False,old
15800-15999,Amereistr__dx__master,2,2,2,2,18,18,18,18,0.1111,100.5124,100.5124,1.0,1.0,1.0,312.0,312,Amereistr,master,13+,13.9,dx,maimai,False,new
15800-15999,Arty Party__dx__master,2,2,2,2,18,18,18,18,0.1111,100.5596,100.5596,1.0,1.0,1.0,312.0,312,Arty Party,master,13+,13.9,dx,ゲーム＆バラエティ,False,old
15800-15999,Last Samurai__dx__master,2,2,2,2,18,18,18,18,0.1111,100.8083,100.8083,1.0,1.0,1.0,312.0,312,Last Samurai,master,13+,13.9,dx,maimai,False,old
15800-15999,モ°ルモ°ル__dx__master,2,2,2,2,18,18,18,18,0.1111,100.7014,100.7014,1.0,1.0,1.0,312.0,312,モ°ルモ°ル,master,13+,13.9,dx,maimai,False,old
15800-15999,初音ミクの暴走__dx__master,2,2,2,2,18,18,18,18,0.1111,100.6542,100.6542,1.0,1.0,1.0,312.0,312,初音ミクの暴走,master,13+,13.9,dx,niconico＆ボーカロイド,False,new
15800-15999,Luminescence__dx__master,2,2,2,2,18,18,18,18,0.1111,100.6749,100.6749,1.0,1.0,1.0,310.0,310,Luminescence,master,13+,13.8,dx,ゲーム＆バラエティ,False,new
15800-15999,crazy (about you)__dx__master,2,2,2,2,18,18,18,18,0.1111,100.5229,100.5229,1.0,1.0,1.0,310.0,310,crazy (about you),master,13+,13.7,dx,オンゲキ＆CHUNITHM,False,new
15800-15999,Raven Emperor__dx__master,2,2,2,2,18,18,18,18,0.1111,100.5006,100.5006,1.0,0.5,0.5,320.0,326,Raven Emperor,master,14,14.5,dx,maimai,False,old
15800-15999,VIIIbit Explorer__std__master,2,2,2,2,18,18,18,18,0.1111,100.4272,100.4272,1.0,0.5,0.5,320.0,326,VIIIbit Explorer,master,14,14.5,std,maimai,False,old
15800-15999,Glorious Crown__std__master,2,2,2,2,18,18,18,18,0.1111,100.1411,100.1411,1.0,0.0,0.0,320.0,320,Glorious Crown,master,14+,14.8,std,maimai,False,old
15800-15999,SILENT BLUE__std__master,2,2,2,2,18,18,18,18,0.1111,100.135,100.135,1.0,0.0,0.0,319.5,320,SILENT BLUE,master,14+,14.8,std,maimai,False,old
15800-15999,怒槌__std__master,2,2,2,2,18,18,18,18,0.1111,100.0444,100.0444,1.0,0.0,0.0,319.0,319,怒槌,master,14+,14.8,std,オンゲキ＆CHUNITHM,False,old
15800-15999,IF:U__dx__master,2,2,2,2,18,18,18,18,0.1111,100.3124,100.3124,1.0,0.0,0.0,315.5,316,IF:U,master,14+,14.6,dx,maimai,False,old
15800-15999,宙天__dx__master,1,1,1,1,18,18,18,18,0.0556,100.5716,100.5716,1.0,1.0,1.0,335.0,335,宙天,master,14+,14.9,dx,maimai,False,old
15800-15999,In Chaos__std__remaster,1,1,1,1,18,18,18,18,0.0556,100.509,100.509,1.0,1.0,1.0,333.0,333,In Chaos,remaster,14+,14.8,std,ゲーム＆バラエティ,False,old
15800-15999,Regulus__dx__master,1,1,1,1,18,18,18,18,0.0556,100.5003,100.5003,1.0,1.0,1.0,330.0,330,Regulus,master,14+,14.7,dx,maimai,False,old
15800-15999,Fragrance__std__remaster,1,1,1,1,18,18,18,18,0.0556,100.6542,100.6542,1.0,1.0,1.0,328.0,328,Fragrance,remaster,14+,14.6,std,maimai,False,old
15800-15999,ジングルベル__dx__master,1,1,1,1,18,18,18,18,0.0556,100.5414,100.5414,1.0,1.0,1.0,328.0,328,ジングルベル,master,14+,14.6,dx,maimai,False,old
15800-15999,神威__dx__master,1,1,1,1,18,18,18,18,0.0556,100.5044,100.5044,1.0,1.0,1.0,328.0,328,神威,master,14+,14.6,dx,ゲーム＆バラエティ,False,old
15800-15999,Dragoon__std__remaster,1,1,1,1,18,18,18,18,0.0556,100.5078,100.5078,1.0,1.0,1.0,326.0,326,Dragoon,remaster,14,14.5,std,maimai,False,old
15800-15999,Ignis Danse__std__master,1,1,1,1,18,18,18,18,0.0556,100.5376,100.5376,1.0,1.0,1.0,326.0,326,Ignis Danse,master,14,14.5,std,ゲーム＆バラエティ,False,old
15800-15999,Sage__dx__master,1,1,1,1,18,18,18,18,0.0556,100.5376,100.5376,1.0,1.0,1.0,326.0,326,Sage,master,14,14.5,dx,maimai,False,old
15800-15999,初音ミクの激唱__std__master,1,1,1,1,18,18,18,18,0.0556,100.5435,100.5435,1.0,1.0,1.0,326.0,326,初音ミクの激唱,master,14,14.5,std,niconico＆ボーカロイド,False,old
15800-15999,CO5M1C R4ILR0AD__dx__master,1,1,1,1,18,18,18,18,0.0556,100.5568,100.5568,1.0,1.0,1.0,324.0,324,CO5M1C R4ILR0AD,master,14,14.4,dx,ゲーム＆バラエティ,False,old
15800-15999,FLUFFY FLASH__dx__master,1,1,1,1,18,18,18,18,0.0556,100.6113,100.6113,1.0,1.0,1.0,324.0,324,FLUFFY FLASH,master,14,14.4,dx,オンゲキ＆CHUNITHM,False,old
15800-15999,Moon of Noon__std__master,1,1,1,1,18,18,18,18,0.0556,100.5832,100.5832,1.0,1.0,1.0,324.0,324,Moon of Noon,master,14,14.4,std,maimai,False,old
15800-15999,Panopticon__std__master,1,1,1,1,18,18,18,18,0.0556,100.5145,100.5145,1.0,1.0,1.0,324.0,324,Panopticon,master,14,14.4,std,maimai,False,old
15800-15999,System “Z”__std__master,1,1,1,1,18,18,18,18,0.0556,100.5251,100.5251,1.0,1.0,1.0,324.0,324,System “Z”,master,14,14.4,std,maimai,False,old
15800-15999,YA･DA･YO [Reborn]__std__remaster,1,1,1,1,18,18,18,18,0.0556,100.6514,100.6514,1.0,1.0,1.0,324.0,324,YA･DA･YO [Reborn],remaster,14,14.4,std,ゲーム＆バラエティ,False,old
15800-15999,ジングルベル__std__master,1,1,1,1,18,18,18,18,0.0556,100.5403,100.5403,1.0,1.0,1.0,324.0,324,ジングルベル,master,14,14.4,std,maimai,False,old
15800-15999,スピカの天秤__dx__master,1,1,1,1,18,18,18,18,0.0556,100.5415,100.5415,1.0,1.0,1.0,324.0,324,スピカの天秤,master,14,14.4,dx,オンゲキ＆CHUNITHM,False,old
15800-15999,HERA__std__master,1,1,1,1,18,18,18,18,0.0556,100.8099,100.8099,1.0,1.0,1.0,321.0,321,HERA,master,14,14.3,std,maimai,False,old
15800-15999,N3V3R G3T OV3R__dx__master,1,1,1,1,18,18,18,18,0.0556,100.5648,100.5648,1.0,1.0,1.0,321.0,321,N3V3R G3T OV3R,master,14,14.3,dx,maimai,False,old
15800-15999,U&iVERSE -銀河鸞翔-__dx__master,1,1,1,1,18,18,18,18,0.0556,100.5851,100.5851,1.0,1.0,1.0,321.0,321,U&iVERSE -銀河鸞翔-,master,14,14.3,dx,maimai,False,old
15800-15999,るろうらんる__dx__master,1,1,1,1,18,18,18,18,0.0556,100.5525,100.5525,1.0,1.0,1.0,321.0,321,るろうらんる,master,14,14.3,dx,niconico＆ボーカロイド,False,new
15800-15999,Desperado Waltz__dx__master,1,1,1,1,18,18,18,18,0.0556,100.6294,100.6294,1.0,1.0,1.0,319.0,319,Desperado Waltz,master,14,14.2,dx,オンゲキ＆CHUNITHM,False,old
15800-15999,FLOWER__std__remaster,1,1,1,1,18,18,18,18,0.0556,100.5388,100.5388,1.0,1.0,1.0,319.0,319,FLOWER,remaster,14,14.2,std,ゲーム＆バラエティ,False,old
15800-15999,Grievous Lady__dx__master,1,1,1,1,18,18,18,18,0.0556,100.6997,100.6997,1.0,1.0,1.0,319.0,319,Grievous Lady,master,14,14.2,dx,ゲーム＆バラエティ,False,old
15800-15999,ジングルベル__std__remaster,1,1,1,1,18,18,18,18,0.0556,100.5481,100.5481,1.0,1.0,1.0,319.0,319,ジングルベル,remaster,14,14.2,std,maimai,False,old
15800-15999,ロストワンの号哭__std__remaster,1,1,1,1,18,18,18,18,0.0556,100.5065,100.5065,1.0,1.0,1.0,319.0,319,ロストワンの号哭,remaster,14,14.2,std,niconico＆ボーカロイド,False,old
15800-15999,"Good bye, Merry-Go-Round.__dx__master",1,1,1,1,18,18,18,18,0.0556,100.7341,100.7341,1.0,1.0,1.0,317.0,317,"Good bye, Merry-Go-Round.",master,14,14.1,dx,オンゲキ＆CHUNITHM,False,old
15800-15999,NAGAREBOSHI☆ROCKET__dx__master,1,1,1,1,18,18,18,18,0.0556,100.6334,100.6334,1.0,1.0,1.0,317.0,317,NAGAREBOSHI☆ROCKET,master,14,14.1,dx,maimai,False,old
15800-15999,幻想のサテライト__std__master,1,1,1,1,18,18,18,18,0.0556,100.5334,100.5334,1.0,1.0,1.0,317.0,317,幻想のサテライト,master,14,14.1,std,東方Project,False,old
15800-15999,脳漿炸裂ガール__std__master,1,1,1,1,18,18,18,18,0.0556,100.6941,100.6941,1.0,1.0,1.0,317.0,317,脳漿炸裂ガール,master,14,14.1,std,niconico＆ボーカロイド,False,old
15800-15999,麒麟__std__master,1,1,1,1,18,18,18,18,0.0556,100.633,100.633,1.0,1.0,1.0,317.0,317,麒麟,master,14,14.1,std,ゲーム＆バラエティ,False,old
15800-15999,Ai C__dx__master,1,1,1,1,18,18,18,18,0.0556,100.562,100.562,1.0,1.0,1.0,315.0,315,Ai C,master,14,14.0,dx,オンゲキ＆CHUNITHM,False,old
15800-15999,B.B.K.K.B.K.K.__std__master,1,1,1,1,18,18,18,18,0.0556,100.6041,100.6041,1.0,1.0,1.0,315.0,315,B.B.K.K.B.K.K.,master,14,14.0,std,ゲーム＆バラエティ,False,old
15800-15999,The Great Banquet__dx__master,1,1,1,1,18,18,18,18,0.0556,100.6526,100.6526,1.0,1.0,1.0,315.0,315,The Great Banquet,master,14,14.0,dx,maimai,False,old
15800-15999,taboo tears you up__dx__master,1,1,1,1,18,18,18,18,0.0556,100.5822,100.5822,1.0,1.0,1.0,315.0,315,taboo tears you up,master,14,14.0,dx,東方Project,False,old
15800-15999,ウサテイ__std__master,1,1,1,1,18,18,18,18,0.0556,100.7273,100.7273,1.0,1.0,1.0,315.0,315,ウサテイ,master,14,14.0,std,東方Project,False,old
15800-15999,幸せになれる隠しコマンドがあるらしい__std__master,1,1,1,1,18,18,18,18,0.0556,100.5497,100.5497,1.0,1.0,1.0,315.0,315,幸せになれる隠しコマンドがあるらしい,master,14,14.0,std,niconico＆ボーカロイド,False,old
15800-15999,Caterpillar Song__dx__master,1,1,1,1,18,18,18,18,0.0556,100.5312,100.5312,1.0,1.0,1.0,312.0,312,Caterpillar Song,master,13+,13.9,dx,ゲーム＆バラエティ,False,old
15800-15999,Edelweiss__dx__master,1,1,1,1,18,18,18,18,0.0556,100.617,100.617,1.0,1.0,1.0,312.0,312,Edelweiss,master,13+,13.9,dx,maimai,False,old
15800-15999,Ether Second__dx__master,1,1,1,1,18,18,18,18,0.0556,100.7887,100.7887,1.0,1.0,1.0,312.0,312,Ether Second,master,13+,13.9,dx,maimai,False,old
15800-15999,LANCE__dx__master,1,1,1,1,18,18,18,18,0.0556,100.8196,100.8196,1.0,1.0,1.0,312.0,312,LANCE,master,13+,13.9,dx,maimai,False,old
15800-15999,NightTheater__dx__master,1,1,1,1,18,18,18,18,0.0556,100.7948,100.7948,1.0,1.0,1.0,312.0,312,NightTheater,master,13+,13.9,dx,ゲーム＆バラエティ,False,old
15800-15999,RE:INCARNATED DRAGNER__dx__master,1,1,1,1,18,18,18,18,0.0556,100.5893,100.5893,1.0,1.0,1.0,312.0,312,RE:INCARNATED DRAGNER,master,13+,13.9,dx,maimai,False,old
15800-15999,Supersonic Generation__dx__master,1,1,1,1,18,18,18,18,0.0556,100.6655,100.6655,1.0,1.0,1.0,312.0,312,Supersonic Generation,master,13+,13.9,dx,オンゲキ＆CHUNITHM,False,old
15800-15999,Yakumo >>JOINT STRUGGLE (2019 Update)__dx__master,1,1,1,1,18,18,18,18,0.0556,100.7224,100.7224,1.0,1.0,1.0,312.0,312,Yakumo >>JOINT STRUGGLE (2019 Update),master,13+,13.9,dx,東方Project,False,old
15800-15999,keep hopping__std__master,1,1,1,1,18,18,18,18,0.0556,100.6766,100.6766,1.0,1.0,1.0,312.0,312,keep hopping,master,13+,13.9,std,maimai,False,old
15800-15999,ozma__dx__master,1,1,1,1,18,18,18,18,0.0556,100.7191,100.7191,1.0,1.0,1.0,312.0,312,ozma,master,13+,13.9,dx,ゲーム＆バラエティ,False,old
15800-15999,れっつ！みらくる☆はーどこあっ！__dx__master,1,1,1,1,18,18,18,18,0.0556,100.5915,100.5915,1.0,1.0,1.0,312.0,312,れっつ！みらくる☆はーどこあっ！,master,13+,13.9,dx,ゲーム＆バラエティ,False,old
15800-15999,セイクリッド　ルイン__std__master,1,1,1,1,18,18,18,18,0.0556,100.6411,100.6411,1.0,1.0,1.0,312.0,312,セイクリッド　ルイン,master,13+,13.9,std,ゲーム＆バラエティ,False,old
15800-15999,マツヨイナイトバグ__dx__master,1,1,1,1,18,18,18,18,0.0556,100.7825,100.7825,1.0,1.0,1.0,312.0,312,マツヨイナイトバグ,master,13+,13.9,dx,東方Project,False,old
15800-15999,玩具狂奏曲 -終焉-__dx__master,1,1,1,1,18,18,18,18,0.0556,100.53,100.53,1.0,1.0,1.0,312.0,312,玩具狂奏曲 -終焉-,master,13+,13.9,dx,オンゲキ＆CHUNITHM,False,old
15800-15999,雲外蒼電 -Dreaming Voltage-__dx__master,1,1,1,1,18,18,18,18,0.0556,100.7587,100.7587,1.0,1.0,1.0,312.0,312,雲外蒼電 -Dreaming Voltage-,master,13+,13.9,dx,maimai,False,new
15800-15999,Eternal Return__dx__master,1,1,1,1,18,18,18,18,0.0556,100.6356,100.6356,1.0,1.0,1.0,310.0,310,Eternal Return,master,13+,13.8,dx,maimai,False,new
15800-15999,Magical Paradox__dx__master,1,1,1,1,18,18,18,18,0.0556,100.5378,100.5378,1.0,1.0,1.0,310.0,310,Magical Paradox,master,13+,13.8,dx,maimai,False,new
15800-15999,OMAKENO Stroke__dx__master,1,1,1,1,18,18,18,18,0.0556,100.772,100.772,1.0,1.0,1.0,310.0,310,OMAKENO Stroke,master,13+,13.8,dx,ゲーム＆バラエティ,False,old
15800-15999,Restricted Access__dx__master,1,1,1,1,18,18,18,18,0.0556,100.6962,100.6962,1.0,1.0,1.0,310.0,310,Restricted Access,master,13+,13.8,dx,ゲーム＆バラエティ,False,new
15800-15999,Unfinished Epic__dx__master,1,1,1,1,18,18,18,18,0.0556,100.6053,100.6053,1.0,1.0,1.0,310.0,310,Unfinished Epic,master,13+,13.8,dx,maimai,False,new
15800-15999,きゅびびびびずむ__dx__master,1,1,1,1,18,18,18,18,0.0556,100.5967,100.5967,1.0,1.0,1.0,310.0,310,きゅびびびびずむ,master,13+,13.8,dx,POPS＆アニメ,False,new
15800-15999,トレジャーガーデン__dx__master,1,1,1,1,18,18,18,18,0.0556,100.5383,100.5383,1.0,1.0,1.0,310.0,310,トレジャーガーデン,master,13+,13.8,dx,niconico＆ボーカロイド,False,new
15800-15999,モエチャッカファイア__dx__master,1,1,1,1,18,18,18,18,0.0556,100.5598,100.5598,1.0,1.0,1.0,310.0,310,モエチャッカファイア,master,13+,13.9,dx,POPS＆アニメ,False,new
15800-15999,六兆年と一夜物語__dx__master,1,1,1,1,18,18,18,18,0.0556,100.7349,100.7349,1.0,1.0,1.0,310.0,310,六兆年と一夜物語,master,13+,13.8,dx,niconico＆ボーカロイド,False,old
15800-15999,Fraq__dx__master,1,1,1,1,18,18,18,18,0.0556,100.6042,100.6042,1.0,1.0,1.0,308.0,308,Fraq,master,13+,13.7,dx,maimai,False,new
15800-15999,M@GICAL☆CURE! LOVE ♥ SHOT!__dx__master,1,1,1,1,18,18,18,18,0.0556,100.69,100.69,1.0,1.0,1.0,308.0,308,M@GICAL☆CURE! LOVE ♥ SHOT!,master,13+,13.6,dx,niconico＆ボーカロイド,False,new
15800-15999,Xaleid◆scopiX__dx__expert,1,1,1,1,18,18,18,18,0.0556,100.7909,100.7909,1.0,1.0,1.0,308.0,308,Xaleid◆scopiX,expert,13+,13.7,dx,maimai,False,new
15800-15999,なんかノイズにきこえる__dx__master,1,1,1,1,18,18,18,18,0.0556,100.5754,100.5754,1.0,1.0,1.0,308.0,308,なんかノイズにきこえる,master,13+,13.7,dx,オンゲキ＆CHUNITHM,False,new
15800-15999,エンジェル ドリーム__dx__master,1,1,1,1,18,18,18,18,0.0556,100.6072,100.6072,1.0,1.0,1.0,308.0,308,エンジェル ドリーム,master,13+,13.6,dx,ゲーム＆バラエティ,False,new
15800-15999,テトリス__dx__remaster,1,1,1,1,18,18,18,18,0.0556,100.6061,100.6061,1.0,1.0,1.0,308.0,308,テトリス,remaster,13+,13.7,dx,niconico＆ボーカロイド,False,new
15800-15999,月光__dx__master,1,1,1,1,18,18,18,18,0.0556,100.6558,100.6558,1.0,1.0,1.0,308.0,308,月光,master,13+,13.7,dx,niconico＆ボーカロイド,False,new
15800-15999,どんぐりGAME__dx__master,1,1,1,1,18,18,18,18,0.0556,100.6574,100.6574,1.0,1.0,1.0,306.0,306,どんぐりGAME,master,13+,13.6,dx,POPS＆アニメ,False,new
15800-15999,ホラフキパペット__dx__master,1,1,1,1,18,18,18,18,0.0556,100.8758,100.8758,1.0,1.0,1.0,306.0,306,ホラフキパペット,master,13+,13.6,dx,POPS＆アニメ,False,new
15800-15999,躯樹の墓守__dx__master,1,1,1,1,18,18,18,18,0.0556,100.0545,100.0545,1.0,0.0,0.0,322.0,322,躯樹の墓守,master,14+,14.9,dx,maimai,False,old
15800-15999,Excalibur ～Revived resolution～__std__master,1,1,1,1,18,18,18,18,0.0556,100.4371,100.4371,1.0,0.0,0.0,321.0,321,Excalibur ～Revived resolution～,master,14+,14.8,std,maimai,False,old
15800-15999,Heavenly Blast__dx__master,1,1,1,1,18,18,18,18,0.0556,100.337,100.337,1.0,0.0,0.0,320.0,320,Heavenly Blast,master,14+,14.8,dx,maimai,False,old
15800-15999,QZKago Requiem__std__master,1,1,1,1,18,18,18,18,0.0556,100.1349,100.1349,1.0,0.0,0.0,320.0,320,QZKago Requiem,master,14+,14.8,std,maimai,False,old
15800-15999,Straight into the lights__dx__master,1,1,1,1,18,18,18,18,0.0556,100.2146,100.2146,1.0,0.0,0.0,320.0,320,Straight into the lights,master,14+,14.8,dx,maimai,False,old
15800-15999,WiPE OUT MEMORIES__dx__master,1,1,1,1,18,18,18,18,0.0556,100.2328,100.2328,1.0,0.0,0.0,320.0,320,WiPE OUT MEMORIES,master,14+,14.8,dx,maimai,False,old
15800-15999,larva__std__master,1,1,1,1,18,18,18,18,0.0556,100.2243,100.2243,1.0,0.0,0.0,320.0,320,larva,master,14+,14.8,std,maimai,False,old
15800-15999,封焔の135秒__dx__master,1,1,1,1,18,18,18,18,0.0556,100.1165,100.1165,1.0,0.0,0.0,320.0,320,封焔の135秒,master,14+,14.8,dx,maimai,False,old
15800-15999,Apollo__dx__master,1,1,1,1,18,18,18,18,0.0556,100.1834,100.1834,1.0,0.0,0.0,318.0,318,Apollo,master,14+,14.7,dx,オンゲキ＆CHUNITHM,False,old
15800-15999,Sky Trails__dx__master,1,1,1,1,18,18,18,18,0.0556,100.2154,100.2154,1.0,0.0,0.0,318.0,318,Sky Trails,master,14+,14.7,dx,maimai,False,new
15800-15999,VIIIbit Explorer__dx__master,1,1,1,1,18,18,18,18,0.0556,100.234,100.234,1.0,0.0,0.0,318.0,318,VIIIbit Explorer,master,14+,14.7,dx,maimai,False,old
15800-15999,AMAZING MIGHTYYYY!!!!__std__master,1,1,1,1,18,18,18,18,0.0556,100.0413,100.0413,1.0,0.0,0.0,317.0,317,AMAZING MIGHTYYYY!!!!,master,14+,14.7,std,maimai,False,old
15800-15999,Lia=Fail__dx__master,1,1,1,1,18,18,18,18,0.0556,100.0156,100.0156,1.0,0.0,0.0,317.0,317,Lia=Fail,master,14+,14.7,dx,maimai,False,old
15800-15999,Re:Unknown X__dx__master,1,1,1,1,18,18,18,18,0.0556,100.0219,100.0219,1.0,0.0,0.0,317.0,317,Re:Unknown X,master,14+,14.7,dx,東方Project,False,old
15800-15999,康莊大道__dx__master,1,1,1,1,18,18,18,18,0.0556,100.0672,100.0672,1.0,0.0,0.0,317.0,317,康莊大道,master,14+,14.7,dx,maimai,False,old
15800-15999,系ぎて__dx__master,1,1,1,1,18,18,18,18,0.0556,100.0713,100.0713,1.0,0.0,0.0,317.0,317,系ぎて,master,14+,14.7,dx,maimai,False,old
15800-15999,mystique as iris__dx__master,1,1,1,1,18,18,18,18,0.0556,100.3829,100.3829,1.0,0.0,0.0,316.0,316,mystique as iris,master,14+,14.6,dx,maimai,False,old
15800-15999,源平大戦絵巻テーマソング__std__remaster,1,1,1,1,18,18,18,18,0.0556,100.4175,100.4175,1.0,0.0,0.0,316.0,316,源平大戦絵巻テーマソング,remaster,14+,14.6,std,ゲーム＆バラエティ,False,old
15800-15999,ガラテアの螺旋__std__master,1,1,1,1,18,18,18,18,0.0556,100.0757,100.0757,1.0,0.0,0.0,315.0,315,ガラテアの螺旋,master,14+,14.6,std,maimai,False,old
15800-15999,7 Wonders__dx__master,1,1,1,1,18,18,18,18,0.0556,99.6246,99.6246,0.0,0.0,0.0,313.0,313,7 Wonders,master,14+,14.9,dx,maimai,False,new
15800-15999,Aegleseeker__dx__master,1,1,1,1,18,18,18,18,0.0556,100.1632,100.1632,1.0,0.0,0.0,313.0,313,Aegleseeker,master,14,14.5,dx,ゲーム＆バラエティ,False,old
15800-15999,Axeria__std__master,1,1,1,1,18,18,18,18,0.0556,100.1836,100.1836,1.0,0.0,0.0,313.0,313,Axeria,master,14,14.5,std,maimai,False,old
