profile_id,profile_url,rating,rating_band,chart_id,song_id,title,displayed_title,difficulty,level,internal_level,chart_type,achievement,rank,chart_rating,calculated_chart_rating,best50_section,category,song_version,chart_version,is_new
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,初音ミクの暴走__dx__master,初音ミクの暴走,初音ミクの暴走,初音ミクの暴走,master,13+,13.9,dx,100.5022,SSS+,312,312,new,niconico＆ボーカロイド,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,ありきたりな恋の歌__dx__master,ありきたりな恋の歌,ありきたりな恋の歌,ありきたりな恋の歌,master,13+,13.7,dx,100.7599,SSS+,310,308,new,niconico＆ボーカロイド,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,きゅびびびびずむ__dx__master,きゅびびびびずむ,きゅびびびびずむ,きゅびびびびずむ,master,13+,13.8,dx,100.6854,SSS+,310,310,new,POPS＆アニメ,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,しゅ～しん？変身☆ハカイシンzzZ__dx__master,しゅ～しん？変身☆ハカイシンzzZ,しゅ～しん？変身☆ハカイシンzzZ,しゅ~しん?変身☆ハカイシンzzZ,master,13+,13.8,dx,100.6713,SSS+,310,310,new,niconico＆ボーカロイド,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,Magical Paradox__dx__master,Magical Paradox,Magical Paradox,Magical Paradox,master,13+,13.8,dx,100.605,SSS+,310,310,new,maimai,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,Leave All Behind__dx__master,Leave All Behind,Leave All Behind,Leave All Behind,master,13+,13.8,dx,100.5914,SSS+,310,310,new,ゲーム＆バラエティ,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,モエチャッカファイア__dx__master,モエチャッカファイア,モエチャッカファイア,モエチャッカファイア,master,13+,13.9,dx,100.548,SSS+,310,312,new,POPS＆アニメ,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,Luminescence__dx__master,Luminescence,Luminescence,Luminescence,master,13+,13.8,dx,100.5374,SSS+,310,310,new,ゲーム＆バラエティ,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,トレジャーガーデン__dx__master,トレジャーガーデン,トレジャーガーデン,トレジャーガーデン,master,13+,13.8,dx,100.51,SSS+,310,310,new,niconico＆ボーカロイド,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,M@GICAL☆CURE! LOVE ♥ SHOT!__dx__master,M@GICAL☆CURE! LOVE ♥ SHOT!,M@GICAL☆CURE! LOVE ♥ SHOT!,M@GICAL☆CURE! LOVE ♥ SHOT!,master,13+,13.6,dx,100.8001,SSS+,308,306,new,niconico＆ボーカロイド,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,なんかノイズにきこえる__dx__master,なんかノイズにきこえる,なんかノイズにきこえる,なんかノイズにきこえる,master,13+,13.7,dx,100.7258,SSS+,308,308,new,オンゲキ＆CHUNITHM,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,Xaleid◆scopiX__dx__expert,Xaleid◆scopiX,Xaleid◆scopiX,Xaleid◆scopiX,expert,13+,13.7,dx,100.7248,SSS+,308,308,new,maimai,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,エンジェル ドリーム__dx__master,エンジェル ドリーム,エンジェル ドリーム,エンジェル ドリーム,master,13+,13.6,dx,100.7105,SSS+,308,306,new,ゲーム＆バラエティ,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,Don't Fight The Music__dx__master,Don't Fight The Music,Don't Fight The Music,Don't Fight The Music,master,14,14.1,dx,100.5776,SSS+,317,317,old,オンゲキ＆CHUNITHM,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,INFiNiTE ENERZY -Overdoze-__dx__master,INFiNiTE ENERZY -Overdoze-,INFiNiTE ENERZY -Overdoze-,INFiNiTE ENERZY -Overdoze-,master,14,14.0,dx,100.6409,SSS+,315,315,old,ゲーム＆バラエティ,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,ULTRA SYNERGY MATRIX__dx__master,ULTRA SYNERGY MATRIX,ULTRA SYNERGY MATRIX,ULTRA SYNERGY MATRIX,master,14,14.0,dx,100.5174,SSS+,315,315,old,ゲーム＆バラエティ,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,Last Samurai__dx__master,Last Samurai,Last Samurai,Last Samurai,master,13+,13.9,dx,100.8538,SSS+,312,312,old,maimai,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,ozma__dx__master,ozma,ozma,ozma,master,13+,13.9,dx,100.834,SSS+,312,312,old,ゲーム＆バラエティ,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,病み垢ステロイド__dx__master,病み垢ステロイド,病み垢ステロイド,病み垢ステロイド,master,13+,13.8,dx,100.6789,SSS+,312,310,old,niconico＆ボーカロイド,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,Strange Bar__dx__master,Strange Bar,Strange Bar,Strange Bar,master,13+,13.9,dx,100.6082,SSS+,312,312,old,ゲーム＆バラエティ,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,マツヨイナイトバグ__dx__master,マツヨイナイトバグ,マツヨイナイトバグ,マツヨイナイトバグ,master,13+,13.9,dx,100.5083,SSS+,312,312,old,東方Project,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,吉原ラメント__std__master,吉原ラメント,吉原ラメント,吉原ラメント,master,13+,13.8,std,100.7961,SSS+,310,310,old,niconico＆ボーカロイド,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,enchanted wanderer__dx__master,enchanted wanderer,enchanted wanderer,enchanted wanderer,master,13+,13.8,dx,100.7667,SSS+,310,310,old,maimai,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,ずんだパーリナイ__dx__master,ずんだパーリナイ,ずんだパーリナイ,ずんだパーリナイ,master,13+,13.7,dx,100.7443,SSS+,310,308,old,niconico＆ボーカロイド,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,六兆年と一夜物語__dx__master,六兆年と一夜物語,六兆年と一夜物語,六兆年と一夜物語,master,13+,13.8,dx,100.7367,SSS+,310,310,old,niconico＆ボーカロイド,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,Doll Judgment__std__master,Doll Judgment,Doll Judgment,Doll Judgment,master,13+,13.8,std,100.7288,SSS+,310,310,old,東方Project,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,偉大なる悪魔は実は大天使パトラちゃん様なのだ！__dx__master,偉大なる悪魔は実は大天使パトラちゃん様なのだ！,偉大なる悪魔は実は大天使パトラちゃん様なのだ！,偉大なる悪魔は実は大天使パトラちゃん様なのだ!,master,13+,13.8,dx,100.7122,SSS+,310,310,old,POPS＆アニメ,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,バグ__dx__remaster,バグ,バグ,バグ,remaster,13+,13.8,dx,100.6628,SSS+,310,310,old,niconico＆ボーカロイド,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,系ぎて__dx__expert,系ぎて,系ぎて,系ぎて,expert,13+,13.8,dx,100.6425,SSS+,310,310,old,maimai,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,Final Step!__dx__master,Final Step!,Final Step!,Final Step!,master,13+,13.8,dx,100.6006,SSS+,310,310,old,ゲーム＆バラエティ,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,ここからはじまるプロローグ。 (Kanon Remix)__dx__master,ここからはじまるプロローグ。 (Kanon Remix),ここからはじまるプロローグ。 (Kanon Remix),ここからはじまるプロローグ。 (Kanon Remix),master,13+,13.8,dx,100.5828,SSS+,310,310,old,maimai,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,ウルトラトレーラー__dx__master,ウルトラトレーラー,ウルトラトレーラー,ウルトラトレーラー,master,13+,13.8,dx,100.5788,SSS+,310,310,old,niconico＆ボーカロイド,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,Last Kingdom__dx__master,Last Kingdom,Last Kingdom,Last Kingdom,master,13+,13.8,dx,100.5739,SSS+,310,310,old,オンゲキ＆CHUNITHM,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,OMAKENO Stroke__dx__master,OMAKENO Stroke,OMAKENO Stroke,OMAKENO Stroke,master,13+,13.8,dx,100.5738,SSS+,310,310,old,ゲーム＆バラエティ,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,Knight Rider__dx__master,Knight Rider,Knight Rider,Knight Rider,master,13+,13.8,dx,100.5512,SSS+,310,310,old,ゲーム＆バラエティ,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,ピュグマリオンの咒文__dx__master,ピュグマリオンの咒文,ピュグマリオンの咒文,ピュグマリオンの咒文,master,13+,13.8,dx,100.551,SSS+,310,310,old,オンゲキ＆CHUNITHM,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,ピポピポ -People People- feat. ななひら__dx__master,ピポピポ -People People- feat. ななひら,ピポピポ -People People- feat. ななひら,ピポピポ -People People- feat. ななひら,master,13+,13.8,dx,100.5506,SSS+,310,310,old,ゲーム＆バラエティ,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,Complex Mind__dx__master,Complex Mind,Complex Mind,Complex Mind,master,13+,13.8,dx,100.5488,SSS+,310,310,old,ゲーム＆バラエティ,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,Baqeela__dx__master,Baqeela,Baqeela,Baqeela,master,13+,13.8,dx,100.5487,SSS+,310,310,old,オンゲキ＆CHUNITHM,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,エゴロック__dx__master,エゴロック,エゴロック,エゴロック,master,13+,13.8,dx,100.5272,SSS+,310,310,old,niconico＆ボーカロイド,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,Nyan Cat EX__std__master,Nyan Cat EX,Nyan Cat EX,Nyan Cat EX,master,13+,13.8,std,100.5125,SSS+,310,310,old,niconico＆ボーカロイド,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,Lost Desire__dx__master,Lost Desire,Lost Desire,Lost Desire,master,13+,13.8,dx,100.511,SSS+,310,310,old,ゲーム＆バラエティ,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,SUPER AMBULANCE__dx__master,SUPER AMBULANCE,SUPER AMBULANCE,SUPER AMBULANCE,master,14,14.3,dx,100.0297,SSS,308,308,old,オンゲキ＆CHUNITHM,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,raputa__dx__expert,raputa,raputa,raputa,expert,13+,13.7,dx,100.8557,SSS+,308,308,old,maimai,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,きゅうくらりん__dx__master,きゅうくらりん,きゅうくらりん,きゅうくらりん,master,13+,13.7,dx,100.8107,SSS+,308,308,old,niconico＆ボーカロイド,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,Altale__std__master,Altale,Altale,Altale,master,13+,13.7,std,100.7968,SSS+,308,308,old,ゲーム＆バラエティ,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,Never Give Up!__dx__remaster,Never Give Up!,Never Give Up!,Never Give Up!,remaster,13+,13.7,dx,100.702,SSS+,308,308,old,maimai,,,False
ganwol,https://maimai.shiftpsh.com/profile/ganwol/home,15516,15500-15999,バベル__dx__master,バベル,バベル,バベル,master,13+,13.7,dx,100.6784,SSS+,308,308,old,niconico＆ボーカロイド,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,しゅ～しん？変身☆ハカイシンzzZ__dx__master,しゅ～しん？変身☆ハカイシンzzZ,しゅ～しん？変身☆ハカイシンzzZ,しゅ~しん?変身☆ハカイシンzzZ,master,13+,13.8,dx,100.5159,SSS+,310,310,new,niconico＆ボーカロイド,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,M@GICAL☆CURE! LOVE ♥ SHOT!__dx__master,M@GICAL☆CURE! LOVE ♥ SHOT!,M@GICAL☆CURE! LOVE ♥ SHOT!,M@GICAL☆CURE! LOVE ♥ SHOT!,master,13+,13.6,dx,100.7505,SSS+,308,306,new,niconico＆ボーカロイド,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,テトリス__dx__remaster,テトリス,テトリス,テトリス,remaster,13+,13.7,dx,100.6299,SSS+,308,308,new,niconico＆ボーカロイド,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,ヒアソビ__dx__master,ヒアソビ,ヒアソビ,ヒアソビ,master,13+,13.7,dx,100.5222,SSS+,308,308,new,niconico＆ボーカロイド,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,命テステス__dx__master,命テステス,命テステス,命テステス,master,13+,13.6,dx,100.8101,SSS+,306,306,new,niconico＆ボーカロイド,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,Zitronectar__dx__master,Zitronectar,Zitronectar,Zitronectar,master,14,14.4,dx,99.8972,SS+,301,303,new,オンゲキ＆CHUNITHM,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,"Help me, ERINNNNNN!!__dx__master","Help me, ERINNNNNN!!","Help me, ERINNNNNN!!","Help me, ERINNNNNN!!",master,13,13.3,dx,100.7739,SSS+,299,299,new,東方Project,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,ありきたりな恋の歌__dx__master,ありきたりな恋の歌,ありきたりな恋の歌,ありきたりな恋の歌,master,13+,13.7,dx,100.2502,SSS,298,296,new,niconico＆ボーカロイド,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,Magical Paradox__dx__master,Magical Paradox,Magical Paradox,Magical Paradox,master,13+,13.8,dx,100.214,SSS,298,298,new,maimai,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,殿ッ！？ご乱心！？__dx__master,殿ッ！？ご乱心！？,殿ッ！？ご乱心！？,殿ッ!?ご乱心!?,master,14,14.2,dx,99.5992,SS+,298,298,new,maimai,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,ビビデバ__dx__remaster,ビビデバ,ビビデバ,ビビデバ,remaster,13,13.2,dx,100.9444,SSS+,298,297,new,POPS＆アニメ,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,Xaleid◆scopiX__dx__master,Xaleid◆scopiX,Xaleid◆scopiX,Xaleid◆scopiX,master,14+,14.9,dx,98.3091,S+,297,297,new,maimai,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,CiRCLE CAMPAiGN__dx__master,CiRCLE CAMPAiGN,CiRCLE CAMPAiGN,CiRCLE CAMPAiGN,master,13+,13.7,dx,100.4553,SSS,297,297,new,maimai,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,うい麦畑でつかまえて__dx__master,うい麦畑でつかまえて,うい麦畑でつかまえて,うい麦畑でつかまえて,master,13,13.2,dx,100.5235,SSS+,297,297,new,POPS＆アニメ,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,Xaleid◆scopiX__dx__expert,Xaleid◆scopiX,Xaleid◆scopiX,Xaleid◆scopiX,expert,13+,13.7,dx,100.0095,SSS,295,295,new,maimai,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,れっつ！みらくる☆はーどこあっ！__dx__master,れっつ！みらくる☆はーどこあっ！,れっつ！みらくる☆はーどこあっ！,れっつ!みらくる☆はーどこあっ!,master,13+,13.9,dx,100.6608,SSS+,312,312,old,ゲーム＆バラエティ,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,偉大なる悪魔は実は大天使パトラちゃん様なのだ！__dx__master,偉大なる悪魔は実は大天使パトラちゃん様なのだ！,偉大なる悪魔は実は大天使パトラちゃん様なのだ！,偉大なる悪魔は実は大天使パトラちゃん様なのだ!,master,13+,13.8,dx,100.7532,SSS+,310,310,old,POPS＆アニメ,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,ピュグマリオンの咒文__dx__master,ピュグマリオンの咒文,ピュグマリオンの咒文,ピュグマリオンの咒文,master,13+,13.8,dx,100.7434,SSS+,310,310,old,オンゲキ＆CHUNITHM,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,Jouez Avec Moi?__dx__master,Jouez Avec Moi?,Jouez Avec Moi?,Jouez Avec Moi?,master,13+,13.8,dx,100.6097,SSS+,310,310,old,maimai,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,Rainbow Rush Story__dx__master,Rainbow Rush Story,Rainbow Rush Story,Rainbow Rush Story,master,13+,13.8,dx,100.5772,SSS+,310,310,old,maimai,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,INTERNET YAMERO__dx__remaster,INTERNET YAMERO,INTERNET YAMERO,INTERNET YAMERO,remaster,13+,13.8,dx,100.5516,SSS+,310,310,old,POPS＆アニメ,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,ずんだパーリナイ__dx__master,ずんだパーリナイ,ずんだパーリナイ,ずんだパーリナイ,master,13+,13.7,dx,100.5229,SSS+,310,308,old,niconico＆ボーカロイド,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,きゅうくらりん__dx__master,きゅうくらりん,きゅうくらりん,きゅうくらりん,master,13+,13.7,dx,100.9009,SSS+,308,308,old,niconico＆ボーカロイド,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,raputa__dx__expert,raputa,raputa,raputa,expert,13+,13.7,dx,100.7856,SSS+,308,308,old,maimai,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,星空パーティーチューン__dx__master,星空パーティーチューン,星空パーティーチューン,星空パーティーチューン,master,13+,13.7,dx,100.6099,SSS+,308,308,old,maimai,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,Empire of Winter__dx__master,Empire of Winter,Empire of Winter,Empire of Winter,master,13+,13.7,dx,100.5946,SSS+,308,308,old,ゲーム＆バラエティ,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,Alice's Suitcase__dx__master,Alice's Suitcase,Alice's Suitcase,Alice's Suitcase,master,13+,13.7,dx,100.587,SSS+,308,308,old,ゲーム＆バラエティ,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,IMAWANOKIWA__dx__master,IMAWANOKIWA,IMAWANOKIWA,IMAWANOKIWA,master,13+,13.7,dx,100.5424,SSS+,308,308,old,niconico＆ボーカロイド,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,Geranium__dx__master,Geranium,Geranium,Geranium,master,13+,13.7,dx,100.5186,SSS+,308,308,old,maimai,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,ミラクルポップ☆アドベンチャー!!!!!__dx__master,ミラクルポップ☆アドベンチャー!!!!!,ミラクルポップ☆アドベンチャー!!!!!,ミラクルポップ☆アドベンチャー!!!!!,master,14,14.2,dx,100.2078,SSS,307,307,old,ゲーム＆バラエティ,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,Oshama Scramble!__dx__master,Oshama Scramble!,Oshama Scramble!,Oshama Scramble!,master,13+,13.6,dx,100.6517,SSS+,306,306,old,maimai,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,INTERNET OVERDOSE__dx__master,INTERNET OVERDOSE,INTERNET OVERDOSE,INTERNET OVERDOSE,master,13,13.5,dx,100.7736,SSS+,303,303,old,POPS＆アニメ,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,Transcend Lights__dx__master,Transcend Lights,Transcend Lights,Transcend Lights,master,13,13.5,dx,100.759,SSS+,303,303,old,オンゲキ＆CHUNITHM,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,ベースラインやってる？笑__dx__master,ベースラインやってる？笑,ベースラインやってる？笑,ベースラインやってる?笑,master,13,13.4,dx,100.5248,SSS+,301,301,old,ゲーム＆バラエティ,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,U&iVERSE -銀河鸞翔-__dx__master,U&iVERSE -銀河鸞翔-,U&iVERSE -銀河鸞翔-,U&iVERSE -銀河鸞翔-,master,14,14.3,dx,99.8461,SS+,301,301,old,maimai,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,ツムギボシ__dx__master,ツムギボシ,ツムギボシ,ツムギボシ,master,13+,13.9,dx,100.1997,SSS,300,300,old,maimai,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,Party☆People☆Princess__dx__master,Party☆People☆Princess,Party☆People☆Princess,Party☆People☆Princess,master,14,14.3,dx,99.6847,SS+,300,300,old,maimai,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,華の集落、秋のお届け__dx__master,華の集落、秋のお届け,華の集落、秋のお届け,華の集落、秋のお届け,master,13+,13.9,dx,100.0983,SSS,300,300,old,maimai,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,系ぎて__dx__expert,系ぎて,系ぎて,系ぎて,expert,13+,13.8,dx,100.3956,SSS,299,299,old,maimai,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,六兆年と一夜物語__dx__master,六兆年と一夜物語,六兆年と一夜物語,六兆年と一夜物語,master,13+,13.8,dx,100.267,SSS,298,298,old,niconico＆ボーカロイド,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,管弦楽組曲 第3番 ニ長調「第2曲（G線上のアリア）」BWV.1068-2__dx__master,管弦楽組曲 第3番 ニ長調「第2曲（G線上のアリア）」BWV.1068-2,管弦楽組曲 第3番 ニ長調「第2曲（G線上のアリア）」BWV.1068-2,管弦楽組曲 第3番 ニ長調「第2曲(G線上のアリア)」 BWV.1068-2,master,13+,13.8,dx,100.1035,SSS,298,298,old,オンゲキ＆CHUNITHM,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,躯樹の墓守__dx__master,躯樹の墓守,躯樹の墓守,躯樹の墓守,master,14+,14.9,dx,98.416,S+,297,297,old,maimai,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,とびだせ！TO THE COSMIC!!__dx__master,とびだせ！TO THE COSMIC!!,とびだせ！TO THE COSMIC!!,とびだせ!TO THE COSMIC!!,master,13+,13.7,dx,100.407,SSS,297,297,old,maimai,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,Kattobi KEIKYU Rider__std__master,Kattobi KEIKYU Rider,Kattobi KEIKYU Rider,Kattobi KEIKYU Rider,master,13+,13.7,std,100.3168,SSS,296,296,old,オンゲキ＆CHUNITHM,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,アトロポスと最果の探究者__dx__master,アトロポスと最果の探究者,アトロポスと最果の探究者,アトロポスと最果の探究者,master,13+,13.7,dx,100.2168,SSS,296,296,old,ゲーム＆バラエティ,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,Abstruse Dilemma__dx__master,Abstruse Dilemma,Abstruse Dilemma,Abstruse Dilemma,master,14,14.5,dx,99.0073,SS,296,298,old,ゲーム＆バラエティ,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,ホシシズク__dx__master,ホシシズク,ホシシズク,ホシシズク,master,13,13.1,dx,100.712,SSS+,294,294,old,maimai,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,ダーリンダンス__dx__remaster,ダーリンダンス,ダーリンダンス,ダーリンダンス,remaster,13,13.5,dx,100.2447,SSS,292,292,old,niconico＆ボーカロイド,,,False
godae,https://maimai.shiftpsh.com/profile/godae/home,15111,15000-15499,Oshama Scramble!__std__master,Oshama Scramble!,Oshama Scramble!,Oshama Scramble!,master,14,14.5,std,98.9885,S+,291,291,old,maimai,,,False
gogameworld,https://maimai.shiftpsh.com/profile/gogameworld/home,15369,15000-15499,Luminescence__dx__master,Luminescence,Luminescence,Luminescence,master,13+,13.8,dx,100.5582,SSS+,310,310,new,ゲーム＆バラエティ,,,False
gogameworld,https://maimai.shiftpsh.com/profile/gogameworld/home,15369,15000-15499,CiRCLE CAMPAiGN__dx__master,CiRCLE CAMPAiGN,CiRCLE CAMPAiGN,CiRCLE CAMPAiGN,master,13+,13.7,dx,100.6234,SSS+,308,308,new,maimai,,,False
gogameworld,https://maimai.shiftpsh.com/profile/gogameworld/home,15369,15000-15499,Fraq__dx__master,Fraq,Fraq,Fraq,master,13+,13.7,dx,100.6177,SSS+,308,308,new,maimai,,,False
gogameworld,https://maimai.shiftpsh.com/profile/gogameworld/home,15369,15000-15499,Lover's Trick__dx__master,Lover's Trick,Lover's Trick,Lover's Trick,master,13+,13.7,dx,100.612,SSS+,308,308,new,オンゲキ＆CHUNITHM,,,False
gogameworld,https://maimai.shiftpsh.com/profile/gogameworld/home,15369,15000-15499,M@GICAL☆CURE! LOVE ♥ SHOT!__dx__master,M@GICAL☆CURE! LOVE ♥ SHOT!,M@GICAL☆CURE! LOVE ♥ SHOT!,M@GICAL☆CURE! LOVE ♥ SHOT!,master,13+,13.6,dx,100.5448,SSS+,308,306,new,niconico＆ボーカロイド,,,False
gogameworld,https://maimai.shiftpsh.com/profile/gogameworld/home,15369,15000-15499,Xaleid◆scopiX__dx__expert,Xaleid◆scopiX,Xaleid◆scopiX,Xaleid◆scopiX,expert,13+,13.7,dx,100.5034,SSS+,308,308,new,maimai,,,False
gogameworld,https://maimai.shiftpsh.com/profile/gogameworld/home,15369,15000-15499,ヒアソビ__dx__master,ヒアソビ,ヒアソビ,ヒアソビ,master,13+,13.7,dx,100.5005,SSS+,308,308,new,niconico＆ボーカロイド,,,False
gogameworld,https://maimai.shiftpsh.com/profile/gogameworld/home,15369,15000-15499,命テステス__dx__master,命テステス,命テステス,命テステス,master,13+,13.6,dx,100.8362,SSS+,306,306,new,niconico＆ボーカロイド,,,False
gogameworld,https://maimai.shiftpsh.com/profile/gogameworld/home,15369,15000-15499,ホラフキパペット__dx__master,ホラフキパペット,ホラフキパペット,ホラフキパペット,master,13+,13.6,dx,100.7234,SSS+,306,306,new,POPS＆アニメ,,,False
gogameworld,https://maimai.shiftpsh.com/profile/gogameworld/home,15369,15000-15499,Drivessover__dx__master,Drivessover,Drivessover,Drivessover,master,13+,13.6,dx,100.6557,SSS+,306,306,new,オンゲキ＆CHUNITHM,,,False
